District,District Name,Discipline School,Discipline School Name,Discipline Code,Discipline Description,White,Black or African American,Hispanic/Latino,Asian,Native Hawaiian or Other Pacific Islander,American Indian or Alaska Native,Two or More Races,Female,Male,Total
06,BROWARD,0271,DILLARD ELEMENTARY SCHOOL,I,Suspension In-School,0,31,1,0,0,0,1,6,27,33
06,BROWARD,0271,DILLARD ELEMENTARY SCHOOL,O,Suspension Out-of-School,*,*,*,*,*,*,*,*,*,*
06,BROWARD,0271,DILLARD ELEMENTARY SCHOOL,P,Placement in Alternative Educational Setting,*,*,*,*,*,*,*,*,*,*
06,BROWARD,0271,DILLARD ELEMENTARY SCHOOL,S,Other SES IR Defined,0,32,1,0,0,0,0,11,22,33
06,BROWARD,0321,WALKER ELEMENTARY SCHOOL (MAGNET),I,Suspension In-School,0,32,0,0,0,0,0,10,22,32
06,BROWARD,0321,WALKER ELEMENTARY SCHOOL (MAGNET),O,Suspension Out-of-School,*,*,*,*,*,*,*,*,*,*
06,BROWARD,0321,WALKER ELEMENTARY SCHOOL (MAGNET),S,Other SES IR Defined,*,*,*,*,*,*,*,*,*,*
06,BROWARD,0331,COLLINS ELEMENTARY SCHOOL,I,Suspension In-School,*,*,*,*,*,*,*,*,*,*
06,BROWARD,0331,COLLINS ELEMENTARY SCHOOL,S,Other SES IR Defined,*,*,*,*,*,*,*,*,*,*
06,BROWARD,0341,BETHUNE MARY M ELEMENTARY SCHOOL,I,Suspension In-School,2,24,4,0,0,0,0,9,21,30
06,BROWARD,0341,BETHUNE MARY M ELEMENTARY SCHOOL,O,Suspension Out-of-School,*,*,*,*,*,*,*,*,*,*
06,BROWARD,0341,BETHUNE MARY M ELEMENTARY SCHOOL,P,Placement in Alternative Educational Setting,*,*,*,*,*,*,*,*,*,*
06,BROWARD,0341,BETHUNE MARY M ELEMENTARY SCHOOL,S,Other SES IR Defined,*,*,*,*,*,*,*,*,*,*
06,BROWARD,0343,ATTUCKS MIDDLE SCHOOL,I,Suspension In-School,25,102,55,0,0,0,4,53,133,186
06,BROWARD,0343,ATTUCKS MIDDLE SCHOOL,O,Suspension Out-of-School,1,8,4,0,0,0,0,1,12,13
06,BROWARD,0343,ATTUCKS MIDDLE SCHOOL,P,Placement in Alternative Educational Setting,*,*,*,*,*,*,*,*,*,*
06,BROWARD,0343,ATTUCKS MIDDLE SCHOOL,S,Other SES IR Defined,8,31,8,0,0,0,0,11,36,47
06,BROWARD,0361,BLANCHE ELY HIGH SCHOOL,I,Suspension In-School,1,121,13,0,0,0,2,47,90,137
06,BROWARD,0361,BLANCHE ELY HIGH SCHOOL,O,Suspension Out-of-School,0,55,2,0,0,0,1,36,22,58
06,BROWARD,0361,BLANCHE ELY HIGH SCHOOL,P,Placement in Alternative Educational Setting,*,*,*,*,*,*,*,*,*,*
06,BROWARD,0361,BLANCHE ELY HIGH SCHOOL,S,Other SES IR Defined,2,101,9,0,0,0,1,56,57,113
06,BROWARD,0371,DILLARD  6-12,I,Suspension In-School,1,224,6,1,0,0,3,93,142,235
06,BROWARD,0371,DILLARD  6-12,O,Suspension Out-of-School,1,209,6,0,0,0,1,105,112,217
06,BROWARD,0371,DILLARD  6-12,P,Placement in Alternative Educational Setting,0,18,1,0,0,0,0,8,11,19
06,BROWARD,0371,DILLARD  6-12,S,Other SES IR Defined,2,226,6,0,0,0,0,104,130,234
06,BROWARD,0391,DEERFIELD PARK ELEMENTARY SCHOOL,I,Suspension In-School,*,*,*,*,*,*,*,*,*,*
06,BROWARD,0391,DEERFIELD PARK ELEMENTARY SCHOOL,P,Placement in Alternative Educational Setting,*,*,*,*,*,*,*,*,*,*
06,BROWARD,0391,DEERFIELD PARK ELEMENTARY SCHOOL,S,Other SES IR Defined,*,*,*,*,*,*,*,*,*,*
06,BROWARD,0403,HALLANDALE HIGH SCHOOL,I,Suspension In-School,4,80,18,0,1,0,2,45,60,105
06,BROWARD,0403,HALLANDALE HIGH SCHOOL,O,Suspension Out-of-School,0,17,3,1,0,0,0,5,16,21
06,BROWARD,0403,HALLANDALE HIGH SCHOOL,P,Placement in Alternative Educational Setting,*,*,*,*,*,*,*,*,*,*
06,BROWARD,0403,HALLANDALE HIGH SCHOOL,S,Other SES IR Defined,3,67,10,0,1,0,0,32,49,81
06,BROWARD,0405,LANIER-JAMES EDUCATION CENTER,I,Suspension In-School,5,60,13,0,1,0,4,19,64,83
06,BROWARD,0405,LANIER-JAMES EDUCATION CENTER,O,Suspension Out-of-School,1,32,11,0,1,0,2,11,36,47
06,BROWARD,0405,LANIER-JAMES EDUCATION CENTER,S,Other SES IR Defined,0,38,6,0,0,0,2,12,34,46
06,BROWARD,0452,WHIDDON RODGERS EDUCATION CENTER,I,Suspension In-School,10,237,19,0,0,0,5,65,206,271
06,BROWARD,0452,WHIDDON RODGERS EDUCATION CENTER,O,Suspension Out-of-School,6,125,5,0,1,0,1,46,92,138
06,BROWARD,0452,WHIDDON RODGERS EDUCATION CENTER,P,Placement in Alternative Educational Setting,*,*,*,*,*,*,*,*,*,*
06,BROWARD,0452,WHIDDON RODGERS EDUCATION CENTER,S,Other SES IR Defined,5,99,9,0,0,0,2,37,78,115
06,BROWARD,0461,OAKRIDGE ELEMENTARY SCHOOL,I,Suspension In-School,*,*,*,*,*,*,*,*,*,*
06,BROWARD,0461,OAKRIDGE ELEMENTARY SCHOOL,O,Suspension Out-of-School,*,*,*,*,*,*,*,*,*,*
06,BROWARD,0461,OAKRIDGE ELEMENTARY SCHOOL,P,Placement in Alternative Educational Setting,*,*,*,*,*,*,*,*,*,*
06,BROWARD,0461,OAKRIDGE ELEMENTARY SCHOOL,S,Other SES IR Defined,*,*,*,*,*,*,*,*,*,*
06,BROWARD,0471,OLSEN MIDDLE SCHOOL,I,Suspension In-School,36,91,40,2,0,1,7,51,126,177
06,BROWARD,0471,OLSEN MIDDLE SCHOOL,O,Suspension Out-of-School,2,11,5,0,0,0,2,4,16,20
06,BROWARD,0471,OLSEN MIDDLE SCHOOL,P,Placement in Alternative Educational Setting,*,*,*,*,*,*,*,*,*,*
06,BROWARD,0471,OLSEN MIDDLE SCHOOL,S,Other SES IR Defined,8,36,12,0,0,0,1,10,47,57
06,BROWARD,0481,MCNICOL MIDDLE SCHOOL,I,Suspension In-School,4,189,35,0,1,0,4,73,160,233
06,BROWARD,0481,MCNICOL MIDDLE SCHOOL,O,Suspension Out-of-School,0,47,6,0,0,0,1,16,38,54
06,BROWARD,0481,MCNICOL MIDDLE SCHOOL,P,Placement in Alternative Educational Setting,*,*,*,*,*,*,*,*,*,*
06,BROWARD,0481,MCNICOL MIDDLE SCHOOL,S,Other SES IR Defined,3,49,10,0,0,0,1,28,35,63
06,BROWARD,0491,HARBORDALE ELEMENTARY SCHOOL,I,Suspension In-School,*,*,*,*,*,*,*,*,*,*
06,BROWARD,0501,BROWARD ESTATES ELEMENTARY SCHOOL,I,Suspension In-School,0,10,2,0,0,0,0,1,11,12
06,BROWARD,0501,BROWARD ESTATES ELEMENTARY SCHOOL,O,Suspension Out-of-School,*,*,*,*,*,*,*,*,*,*
06,BROWARD,0501,BROWARD ESTATES ELEMENTARY SCHOOL,P,Placement in Alternative Educational Setting,*,*,*,*,*,*,*,*,*,*
06,BROWARD,0501,BROWARD ESTATES ELEMENTARY SCHOOL,S,Other SES IR Defined,0,16,1,0,0,0,0,1,16,17
06,BROWARD,0511,WATKINS ELEMENTARY SCHOOL,I,Suspension In-School,*,*,*,*,*,*,*,*,*,*
06,BROWARD,0511,WATKINS ELEMENTARY SCHOOL,O,Suspension Out-of-School,*,*,*,*,*,*,*,*,*,*
06,BROWARD,0511,WATKINS ELEMENTARY SCHOOL,S,Other SES IR Defined,*,*,*,*,*,*,*,*,*,*
06,BROWARD,0521,NORTH ANDREWS GARDENS ELEMENTARY SCHOOL,I,Suspension In-School,1,7,5,0,0,0,0,3,10,13
06,BROWARD,0521,NORTH ANDREWS GARDENS ELEMENTARY SCHOOL,O,Suspension Out-of-School,*,*,*,*,*,*,*,*,*,*
06,BROWARD,0521,NORTH ANDREWS GARDENS ELEMENTARY SCHOOL,P,Placement in Alternative Educational Setting,*,*,*,*,*,*,*,*,*,*
06,BROWARD,0521,NORTH ANDREWS GARDENS ELEMENTARY SCHOOL,S,Other SES IR Defined,*,*,*,*,*,*,*,*,*,*
06,BROWARD,0531,MIRAMAR ELEMENTARY SCHOOL,I,Suspension In-School,*,*,*,*,*,*,*,*,*,*
06,BROWARD,0531,MIRAMAR ELEMENTARY SCHOOL,O,Suspension Out-of-School,*,*,*,*,*,*,*,*,*,*
06,BROWARD,0531,MIRAMAR ELEMENTARY SCHOOL,P,Placement in Alternative Educational Setting,*,*,*,*,*,*,*,*,*,*
06,BROWARD,0551,PLANTATION MIDDLE SCHOOL,I,Suspension In-School,6,159,14,1,0,0,5,63,122,185
06,BROWARD,0551,PLANTATION MIDDLE SCHOOL,O,Suspension Out-of-School,3,66,3,0,0,0,4,27,49,76
06,BROWARD,0551,PLANTATION MIDDLE SCHOOL,P,Placement in Alternative Educational Setting,*,*,*,*,*,*,*,*,*,*
06,BROWARD,0551,PLANTATION MIDDLE SCHOOL,S,Other SES IR Defined,1,75,4,1,0,0,2,32,51,83
06,BROWARD,0561,NORCREST ELEMENTARY SCHOOL,I,Suspension In-School,3,7,2,0,0,0,2,1,13,14
06,BROWARD,0561,NORCREST ELEMENTARY SCHOOL,O,Suspension Out-of-School,*,*,*,*,*,*,*,*,*,*
06,BROWARD,0561,NORCREST ELEMENTARY SCHOOL,S,Other SES IR Defined,*,*,*,*,*,*,*,*,*,*
06,BROWARD,0571,TEDDER ELEMENTARY SCHOOL,I,Suspension In-School,0,16,1,0,0,0,1,1,17,18
06,BROWARD,0571,TEDDER ELEMENTARY SCHOOL,O,Suspension Out-of-School,*,*,*,*,*,*,*,*,*,*
06,BROWARD,0571,TEDDER ELEMENTARY SCHOOL,P,Placement in Alternative Educational Setting,*,*,*,*,*,*,*,*,*,*
06,BROWARD,0571,TEDDER ELEMENTARY SCHOOL,S,Other SES IR Defined,*,*,*,*,*,*,*,*,*,*
06,BROWARD,0581,MARGATE MIDDLE SCHOOL,I,Suspension In-School,24,170,45,1,0,0,1,66,175,241
06,BROWARD,0581,MARGATE MIDDLE SCHOOL,O,Suspension Out-of-School,1,13,1,0,0,0,0,7,8,15
06,BROWARD,0581,MARGATE MIDDLE SCHOOL,P,Placement in Alternative Educational Setting,*,*,*,*,*,*,*,*,*,*
06,BROWARD,0581,MARGATE MIDDLE SCHOOL,S,Other SES IR Defined,11,77,16,0,0,0,0,33,71,104
06,BROWARD,0592,HENRY D PERRY EDUCATIONAL CENTER,I,Suspension In-School,22,172,69,2,0,1,2,78,190,268
06,BROWARD,0592,HENRY D PERRY EDUCATIONAL CENTER,O,Suspension Out-of-School,0,8,2,0,0,0,0,2,8,10
06,BROWARD,0592,HENRY D PERRY EDUCATIONAL CENTER,P,Placement in Alternative Educational Setting,1,7,3,0,0,0,0,4,7,11
06,BROWARD,0592,HENRY D PERRY EDUCATIONAL CENTER,S,Other SES IR Defined,3,62,18,0,0,1,0,13,71,84
06,BROWARD,0601,SEAGULL SCHOOL,I,Suspension In-School,2,61,4,0,0,1,1,31,38,69
06,BROWARD,0601,SEAGULL SCHOOL,O,Suspension Out-of-School,0,13,0,0,0,0,0,7,6,13
06,BROWARD,0601,SEAGULL SCHOOL,P,Placement in Alternative Educational Setting,*,*,*,*,*,*,*,*,*,*
06,BROWARD,0601,SEAGULL SCHOOL,S,Other SES IR Defined,0,10,0,0,0,0,0,5,5,10
06,BROWARD,0611,SUNLAND PARK ACADEMY,I,Suspension In-School,0,32,1,0,0,0,0,9,24,33
06,BROWARD,0611,SUNLAND PARK ACADEMY,O,Suspension Out-of-School,*,*,*,*,*,*,*,*,*,*
06,BROWARD,0611,SUNLAND PARK ACADEMY,P,Placement in Alternative Educational Setting,*,*,*,*,*,*,*,*,*,*
06,BROWARD,0611,SUNLAND PARK ACADEMY,S,Other SES IR Defined,0,11,1,0,0,0,0,1,11,12
06,BROWARD,0621,LARKDALE ELEMENTARY SCHOOL,I,Suspension In-School,0,22,0,0,0,0,0,5,17,22
06,BROWARD,0621,LARKDALE ELEMENTARY SCHOOL,O,Suspension Out-of-School,0,17,0,0,0,0,0,4,13,17
06,BROWARD,0621,LARKDALE ELEMENTARY SCHOOL,P,Placement in Alternative Educational Setting,*,*,*,*,*,*,*,*,*,*
06,BROWARD,0621,LARKDALE ELEMENTARY SCHOOL,S,Other SES IR Defined,0,21,0,0,0,0,0,6,15,21
06,BROWARD,0631,WESTWOOD HEIGHTS ELEMENTARY SCHOOL,I,Suspension In-School,1,32,0,0,0,0,0,9,24,33
06,BROWARD,0631,WESTWOOD HEIGHTS ELEMENTARY SCHOOL,O,Suspension Out-of-School,*,*,*,*,*,*,*,*,*,*
06,BROWARD,0631,WESTWOOD HEIGHTS ELEMENTARY SCHOOL,S,Other SES IR Defined,0,18,0,0,0,0,1,4,15,19
06,BROWARD,0641,BAYVIEW ELEMENTARY SCHOOL,I,Suspension In-School,*,*,*,*,*,*,*,*,*,*
06,BROWARD,0653,PINE RIDGE ALTERNATIVE CENTER,I,Suspension In-School,1,38,1,0,0,0,2,4,38,42
06,BROWARD,0653,PINE RIDGE ALTERNATIVE CENTER,O,Suspension Out-of-School,*,*,*,*,*,*,*,*,*,*
06,BROWARD,0653,PINE RIDGE ALTERNATIVE CENTER,S,Other SES IR Defined,0,13,0,0,0,0,0,1,12,13
06,BROWARD,0691,STIRLING ELEMENTARY SCHOOL,I,Suspension In-School,1,7,3,0,0,0,1,2,10,12
06,BROWARD,0691,STIRLING ELEMENTARY SCHOOL,S,Other SES IR Defined,*,*,*,*,*,*,*,*,*,*
06,BROWARD,0701,PARKWAY MIDDLE SCHOOL,I,Suspension In-School,6,232,4,1,0,0,3,98,148,246
06,BROWARD,0701,PARKWAY MIDDLE SCHOOL,O,Suspension Out-of-School,0,44,1,0,0,0,0,22,23,45
06,BROWARD,0701,PARKWAY MIDDLE SCHOOL,P,Placement in Alternative Educational Setting,0,19,0,0,0,0,0,6,13,19
06,BROWARD,0701,PARKWAY MIDDLE SCHOOL,S,Other SES IR Defined,2,123,3,0,0,0,1,53,76,129
06,BROWARD,0711,ORANGE BROOK ELEMENTARY SCHOOL,I,Suspension In-School,0,9,4,0,0,0,0,1,12,13
06,BROWARD,0711,ORANGE BROOK ELEMENTARY SCHOOL,O,Suspension Out-of-School,*,*,*,*,*,*,*,*,*,*
06,BROWARD,0721,DRIFTWOOD ELEMENTARY SCHOOL,I,Suspension In-School,*,*,*,*,*,*,*,*,*,*
06,BROWARD,0721,DRIFTWOOD ELEMENTARY SCHOOL,P,Placement in Alternative Educational Setting,*,*,*,*,*,*,*,*,*,*
06,BROWARD,0721,DRIFTWOOD ELEMENTARY SCHOOL,S,Other SES IR Defined,*,*,*,*,*,*,*,*,*,*
06,BROWARD,0731,TROPICAL ELEMENTARY SCHOOL,I,Suspension In-School,2,5,6,0,0,0,0,2,11,13
06,BROWARD,0731,TROPICAL ELEMENTARY SCHOOL,S,Other SES IR Defined,*,*,*,*,*,*,*,*,*,*
06,BROWARD,0751,POMPANO BEACH ELEMENTARY SCHOOL,I,Suspension In-School,4,21,2,0,0,0,0,5,22,27
06,BROWARD,0751,POMPANO BEACH ELEMENTARY SCHOOL,O,Suspension Out-of-School,*,*,*,*,*,*,*,*,*,*
06,BROWARD,0751,POMPANO BEACH ELEMENTARY SCHOOL,P,Placement in Alternative Educational Setting,*,*,*,*,*,*,*,*,*,*
06,BROWARD,0751,POMPANO BEACH ELEMENTARY SCHOOL,S,Other SES IR Defined,2,9,2,0,0,0,1,2,12,14
06,BROWARD,0761,MEADOWBROOK ELEMENTARY SCHOOL,I,Suspension In-School,*,*,*,*,*,*,*,*,*,*
06,BROWARD,0811,BROADVIEW ELEMENTARY SCHOOL,I,Suspension In-School,0,14,5,0,0,0,2,3,18,21
06,BROWARD,0811,BROADVIEW ELEMENTARY SCHOOL,O,Suspension Out-of-School,*,*,*,*,*,*,*,*,*,*
06,BROWARD,0811,BROADVIEW ELEMENTARY SCHOOL,P,Placement in Alternative Educational Setting,*,*,*,*,*,*,*,*,*,*
06,BROWARD,0811,BROADVIEW ELEMENTARY SCHOOL,S,Other SES IR Defined,1,6,5,0,0,0,1,2,11,13
06,BROWARD,0831,LAKE FOREST ELEMENTARY SCHOOL,I,Suspension In-School,0,19,7,0,0,0,0,4,22,26
06,BROWARD,0831,LAKE FOREST ELEMENTARY SCHOOL,O,Suspension Out-of-School,*,*,*,*,*,*,*,*,*,*
06,BROWARD,0831,LAKE FOREST ELEMENTARY SCHOOL,S,Other SES IR Defined,*,*,*,*,*,*,*,*,*,*
06,BROWARD,0841,MCNAB ELEMENTARY SCHOOL,I,Suspension In-School,6,2,2,0,0,0,0,1,9,10
06,BROWARD,0841,MCNAB ELEMENTARY SCHOOL,S,Other SES IR Defined,*,*,*,*,*,*,*,*,*,*
06,BROWARD,0851,FLORANADA ELEMENTARY SCHOOL,I,Suspension In-School,4,3,3,0,0,0,0,1,9,10
06,BROWARD,0851,FLORANADA ELEMENTARY SCHOOL,P,Placement in Alternative Educational Setting,*,*,*,*,*,*,*,*,*,*
06,BROWARD,0851,FLORANADA ELEMENTARY SCHOOL,S,Other SES IR Defined,*,*,*,*,*,*,*,*,*,*
06,BROWARD,0861,DRIFTWOOD MIDDLE SCHOOL,I,Suspension In-School,54,79,111,7,0,5,9,67,198,265
06,BROWARD,0861,DRIFTWOOD MIDDLE SCHOOL,O,Suspension Out-of-School,8,22,22,1,1,0,3,5,52,57
06,BROWARD,0861,DRIFTWOOD MIDDLE SCHOOL,P,Placement in Alternative Educational Setting,*,*,*,*,*,*,*,*,*,*
06,BROWARD,0861,DRIFTWOOD MIDDLE SCHOOL,S,Other SES IR Defined,14,24,32,3,1,3,2,6,73,79
06,BROWARD,0881,NEW RIVER MIDDLE SCHOOL,I,Suspension In-School,45,166,117,1,0,1,8,108,230,338
06,BROWARD,0881,NEW RIVER MIDDLE SCHOOL,O,Suspension Out-of-School,2,21,21,0,0,0,0,17,27,44
06,BROWARD,0881,NEW RIVER MIDDLE SCHOOL,P,Placement in Alternative Educational Setting,*,*,*,*,*,*,*,*,*,*
06,BROWARD,0881,NEW RIVER MIDDLE SCHOOL,S,Other SES IR Defined,17,46,38,0,0,1,3,35,70,105
06,BROWARD,0891,SANDERS PARK ELEMENTARY SCHOOL,I,Suspension In-School,0,19,1,0,0,0,0,1,19,20
06,BROWARD,0891,SANDERS PARK ELEMENTARY SCHOOL,O,Suspension Out-of-School,*,*,*,*,*,*,*,*,*,*
06,BROWARD,0891,SANDERS PARK ELEMENTARY SCHOOL,P,Placement in Alternative Educational Setting,*,*,*,*,*,*,*,*,*,*
06,BROWARD,0891,SANDERS PARK ELEMENTARY SCHOOL,S,Other SES IR Defined,*,*,*,*,*,*,*,*,*,*
06,BROWARD,0901,CRESTHAVEN ELEMENTARY SCHOOL,I,Suspension In-School,2,6,3,0,0,0,1,2,10,12
06,BROWARD,0901,CRESTHAVEN ELEMENTARY SCHOOL,S,Other SES IR Defined,*,*,*,*,*,*,*,*,*,*
06,BROWARD,0911,DEERFIELD BEACH MIDDLE SCHOOL,I,Suspension In-School,25,199,51,0,0,0,4,101,178,279
06,BROWARD,0911,DEERFIELD BEACH MIDDLE SCHOOL,O,Suspension Out-of-School,5,81,19,0,0,1,1,53,54,107
06,BROWARD,0911,DEERFIELD BEACH MIDDLE SCHOOL,P,Placement in Alternative Educational Setting,*,*,*,*,*,*,*,*,*,*
06,BROWARD,0911,DEERFIELD BEACH MIDDLE SCHOOL,S,Other SES IR Defined,13,152,38,1,0,0,4,86,122,208
06,BROWARD,0921,STEPHEN FOSTER ELEMENTARY SCHOOL,I,Suspension In-School,*,*,*,*,*,*,*,*,*,*
06,BROWARD,0921,STEPHEN FOSTER ELEMENTARY SCHOOL,P,Placement in Alternative Educational Setting,*,*,*,*,*,*,*,*,*,*
06,BROWARD,0921,STEPHEN FOSTER ELEMENTARY SCHOOL,S,Other SES IR Defined,*,*,*,*,*,*,*,*,*,*
06,BROWARD,0931,PETERS ELEMENTARY SCHOOL,I,Suspension In-School,*,*,*,*,*,*,*,*,*,*
06,BROWARD,0941,PLANTATION ELEMENTARY SCHOOL,I,Suspension In-School,0,43,1,0,0,0,1,7,38,45
06,BROWARD,0941,PLANTATION ELEMENTARY SCHOOL,O,Suspension Out-of-School,*,*,*,*,*,*,*,*,*,*
06,BROWARD,0941,PLANTATION ELEMENTARY SCHOOL,P,Placement in Alternative Educational Setting,*,*,*,*,*,*,*,*,*,*
06,BROWARD,0941,PLANTATION ELEMENTARY SCHOOL,S,Other SES IR Defined,*,*,*,*,*,*,*,*,*,*
06,BROWARD,0951,FORT LAUDERDALE HIGH SCHOOL,I,Suspension In-School,24,81,7,0,0,1,2,45,70,115
06,BROWARD,0951,FORT LAUDERDALE HIGH SCHOOL,O,Suspension Out-of-School,7,27,3,0,0,0,0,19,18,37
06,BROWARD,0951,FORT LAUDERDALE HIGH SCHOOL,P,Placement in Alternative Educational Setting,*,*,*,*,*,*,*,*,*,*
06,BROWARD,0951,FORT LAUDERDALE HIGH SCHOOL,S,Other SES IR Defined,13,32,6,0,0,0,1,21,31,52
06,BROWARD,0971,BOULEVARD HEIGHTS ELEMENTARY,I,Suspension In-School,2,6,9,0,0,0,1,2,16,18
06,BROWARD,0971,BOULEVARD HEIGHTS ELEMENTARY,O,Suspension Out-of-School,*,*,*,*,*,*,*,*,*,*
06,BROWARD,0971,BOULEVARD HEIGHTS ELEMENTARY,P,Placement in Alternative Educational Setting,*,*,*,*,*,*,*,*,*,*
06,BROWARD,0971,BOULEVARD HEIGHTS ELEMENTARY,S,Other SES IR Defined,*,*,*,*,*,*,*,*,*,*
06,BROWARD,1051,SHERIDAN TECHNICAL COLLEGE,I,Suspension In-School,4,8,5,0,0,0,0,8,9,17
06,BROWARD,1071,WILLIAM DANDY MIDDLE SCHOOL,I,Suspension In-School,1,246,6,0,0,0,1,114,140,254
06,BROWARD,1071,WILLIAM DANDY MIDDLE SCHOOL,O,Suspension Out-of-School,0,131,2,0,0,0,1,56,78,134
06,BROWARD,1071,WILLIAM DANDY MIDDLE SCHOOL,P,Placement in Alternative Educational Setting,*,*,*,*,*,*,*,*,*,*
06,BROWARD,1071,WILLIAM DANDY MIDDLE SCHOOL,S,Other SES IR Defined,2,143,0,0,0,0,0,59,86,145
06,BROWARD,1091,LLOYD ESTATES ELEMENTARY SCHOOL,I,Suspension In-School,*,*,*,*,*,*,*,*,*,*
06,BROWARD,1131,PALMVIEW ELEMENTARY SCHOOL,I,Suspension In-School,0,17,2,0,0,0,1,4,16,20
06,BROWARD,1131,PALMVIEW ELEMENTARY SCHOOL,O,Suspension Out-of-School,*,*,*,*,*,*,*,*,*,*
06,BROWARD,1131,PALMVIEW ELEMENTARY SCHOOL,P,Placement in Alternative Educational Setting,*,*,*,*,*,*,*,*,*,*
06,BROWARD,1151,CORAL SPRINGS HIGH SCHOOL,I,Suspension In-School,62,252,112,5,0,2,21,174,280,454
06,BROWARD,1151,CORAL SPRINGS HIGH SCHOOL,O,Suspension Out-of-School,8,64,12,0,0,0,7,43,48,91
06,BROWARD,1151,CORAL SPRINGS HIGH SCHOOL,P,Placement in Alternative Educational Setting,*,*,*,*,*,*,*,*,*,*
06,BROWARD,1151,CORAL SPRINGS HIGH SCHOOL,S,Other SES IR Defined,14,61,15,0,0,0,7,37,60,97
06,BROWARD,1161,MARGATE ELEMENTARY SCHOOL,I,Suspension In-School,3,6,1,0,0,0,0,2,8,10
06,BROWARD,1161,MARGATE ELEMENTARY SCHOOL,P,Placement in Alternative Educational Setting,*,*,*,*,*,*,*,*,*,*
06,BROWARD,1161,MARGATE ELEMENTARY SCHOOL,S,Other SES IR Defined,*,*,*,*,*,*,*,*,*,*
06,BROWARD,1171,SUNSHINE ELEMENTARY SCHOOL,I,Suspension In-School,*,*,*,*,*,*,*,*,*,*
06,BROWARD,1171,SUNSHINE ELEMENTARY SCHOOL,O,Suspension Out-of-School,*,*,*,*,*,*,*,*,*,*
06,BROWARD,1191,NORTH FORK ELEMENTARY SCHOOL,I,Suspension In-School,1,47,0,0,0,0,1,7,42,49
06,BROWARD,1191,NORTH FORK ELEMENTARY SCHOOL,O,Suspension Out-of-School,*,*,*,*,*,*,*,*,*,*
06,BROWARD,1191,NORTH FORK ELEMENTARY SCHOOL,P,Placement in Alternative Educational Setting,*,*,*,*,*,*,*,*,*,*
06,BROWARD,1191,NORTH FORK ELEMENTARY SCHOOL,S,Other SES IR Defined,1,22,0,0,0,0,0,3,20,23
06,BROWARD,1211,COOPER CITY ELEMENTARY SCHOOL,I,Suspension In-School,*,*,*,*,*,*,*,*,*,*
06,BROWARD,1211,COOPER CITY ELEMENTARY SCHOOL,O,Suspension Out-of-School,*,*,*,*,*,*,*,*,*,*
06,BROWARD,1211,COOPER CITY ELEMENTARY SCHOOL,S,Other SES IR Defined,*,*,*,*,*,*,*,*,*,*
06,BROWARD,1221,PEMBROKE PINES ELEMENTARY SCHOOL,I,Suspension In-School,6,11,4,0,0,0,0,6,15,21
06,BROWARD,1221,PEMBROKE PINES ELEMENTARY SCHOOL,P,Placement in Alternative Educational Setting,*,*,*,*,*,*,*,*,*,*
06,BROWARD,1221,PEMBROKE PINES ELEMENTARY SCHOOL,S,Other SES IR Defined,*,*,*,*,*,*,*,*,*,*
06,BROWARD,1241,NORTHEAST HIGH SCHOOL,I,Suspension In-School,19,71,29,0,0,0,4,52,71,123
06,BROWARD,1241,NORTHEAST HIGH SCHOOL,O,Suspension Out-of-School,1,21,5,0,0,0,1,13,15,28
06,BROWARD,1241,NORTHEAST HIGH SCHOOL,P,Placement in Alternative Educational Setting,*,*,*,*,*,*,*,*,*,*
06,BROWARD,1241,NORTHEAST HIGH SCHOOL,S,Other SES IR Defined,7,44,31,1,0,1,2,36,50,86
06,BROWARD,1251,PLANTATION PARK ELEMENTARY,I,Suspension In-School,2,6,2,0,0,0,0,2,8,10
06,BROWARD,1251,PLANTATION PARK ELEMENTARY,O,Suspension Out-of-School,*,*,*,*,*,*,*,*,*,*
06,BROWARD,1251,PLANTATION PARK ELEMENTARY,S,Other SES IR Defined,*,*,*,*,*,*,*,*,*,*
06,BROWARD,1271,NOVA DWIGHT D. EISENHOWER ELEM,I,Suspension In-School,*,*,*,*,*,*,*,*,*,*
06,BROWARD,1271,NOVA DWIGHT D. EISENHOWER ELEM,O,Suspension Out-of-School,*,*,*,*,*,*,*,*,*,*
06,BROWARD,1271,NOVA DWIGHT D. EISENHOWER ELEM,S,Other SES IR Defined,*,*,*,*,*,*,*,*,*,*
06,BROWARD,1281,NOVA HIGH SCHOOL,I,Suspension In-School,12,142,30,0,0,0,6,84,106,190
06,BROWARD,1281,NOVA HIGH SCHOOL,O,Suspension Out-of-School,4,20,4,0,0,0,2,14,16,30
06,BROWARD,1281,NOVA HIGH SCHOOL,P,Placement in Alternative Educational Setting,*,*,*,*,*,*,*,*,*,*
06,BROWARD,1281,NOVA HIGH SCHOOL,S,Other SES IR Defined,10,36,3,0,0,1,2,19,33,52
06,BROWARD,1282,NOVA BLANCHE FORMAN ELEMENTARY,I,Suspension In-School,*,*,*,*,*,*,*,*,*,*
06,BROWARD,1282,NOVA BLANCHE FORMAN ELEMENTARY,O,Suspension Out-of-School,*,*,*,*,*,*,*,*,*,*
06,BROWARD,1282,NOVA BLANCHE FORMAN ELEMENTARY,P,Placement in Alternative Educational Setting,*,*,*,*,*,*,*,*,*,*
06,BROWARD,1282,NOVA BLANCHE FORMAN ELEMENTARY,S,Other SES IR Defined,*,*,*,*,*,*,*,*,*,*
